critical,high,medium,low,pattern_count,hash_match,extension_mismatch,file_size,macro_detected,pdf_js,embedded_file,packer_detected,suspicious_imports,yara_matches,label
1,2,2,2,4,0,1,970.3258495755754,0,0,0,0,0,0,0
0,1,0,2,0,0,0,2314.3681972358295,0,0,0,0,0,4,0
0,1,5,4,6,1,1,4825.448356059397,1,0,1,0,0,14,1
0,0,3,4,3,0,1,703.5414235738604,0,0,0,0,0,4,0
4,6,4,2,12,0,1,3289.858449684009,1,0,1,1,1,15,1
0,1,6,3,6,0,0,1281.8974375792209,1,1,1,1,1,7,1
0,2,2,4,4,0,1,816.9352136645173,0,0,0,0,0,4,0
2,1,7,3,20,0,1,4424.634635443575,0,0,0,0,0,9,1
4,6,3,3,14,1,1,3493.6794980816744,1,1,0,0,0,20,1
0,4,4,3,8,0,0,2479.4511829537505,1,0,0,0,0,9,1
2,5,2,0,18,0,1,4854.885417210352,0,0,1,1,0,13,1
1,0,0,4,4,0,0,78.53068667312046,0,0,0,0,0,3,0
1,1,2,2,4,0,1,2926.592750182253,0,0,0,0,0,4,0
0,2,0,1,3,0,0,1101.2942646915212,0,0,0,0,0,4,0
1,2,1,3,0,0,1,2702.857322653677,0,0,0,0,0,1,0
0,0,2,6,3,0,1,2471.4693173316373,0,0,0,0,0,0,0
2,2,2,0,6,0,1,3104.4981167685223,1,1,0,0,1,16,1
0,1,2,1,5,0,0,856.5077251538445,0,0,0,0,1,10,1
0,2,1,4,4,0,1,888.9519647360144,0,0,0,0,0,0,0
1,1,1,5,0,0,1,1646.9841770658472,0,0,0,0,0,4,0
0,2,3,1,4,0,1,2542.621697175749,0,0,0,0,0,0,0
1,1,2,1,2,0,1,1711.0499306432025,0,0,0,0,0,2,0
1,4,2,3,19,0,0,4228.630655624579,0,0,1,1,1,17,1
1,2,3,5,1,0,1,1322.0731885530479,0,0,0,0,0,4,0
0,0,3,6,1,0,0,2755.94985924255,0,0,0,0,0,0,0
2,5,2,0,6,0,1,2296.702104799823,0,1,1,0,0,11,1
2,3,5,2,7,0,0,3222.6303135545754,0,1,1,0,0,17,1
5,1,4,4,10,0,0,2122.288752640231,1,1,1,1,0,8,1
0,5,8,3,13,0,0,3234.7641300493415,1,0,1,0,1,5,1
4,5,3,3,19,1,0,1052.5889205243743,1,0,0,0,0,9,1
1,0,2,2,3,0,0,1141.927992936927,0,0,0,0,0,2,0
0,2,3,4,0,0,0,538.455498578938,0,0,0,0,0,1,0
4,1,7,3,17,0,1,2365.4222480195963,0,1,0,0,0,7,1
0,0,0,1,0,0,1,2792.9677292753113,0,0,0,0,0,4,0
0,3,3,3,11,0,0,1618.1036625162199,0,0,0,1,1,9,1
0,1,0,5,0,0,0,923.5560467960594,0,0,0,0,0,3,0
2,6,6,0,19,0,0,4870.159496075579,1,1,1,1,0,5,1
1,2,2,1,1,0,1,1448.1663864599127,0,0,0,0,0,0,0
1,4,6,3,16,1,1,562.3566239417872,1,1,0,0,0,5,1
4,4,7,3,20,0,1,3205.0081302450603,1,1,1,1,0,5,1
2,3,5,1,5,1,0,1160.5057727374665,1,0,0,0,0,5,1
0,4,2,0,13,0,0,587.6447989399793,1,0,0,0,1,8,1
1,1,3,4,3,0,1,2258.4767208284247,0,0,0,0,0,1,0
1,2,3,5,4,0,0,276.39084706764726,0,0,0,0,0,1,0
4,2,8,2,15,1,1,2562.3762297767585,1,1,1,1,0,12,1
1,1,2,4,3,0,0,2506.6355653691207,0,0,0,0,0,1,0
0,2,3,3,1,0,1,1370.182728893206,0,0,0,0,0,3,0
1,1,0,3,4,0,0,700.7974680946107,0,0,0,0,0,1,0
0,1,1,3,4,0,1,1830.399675758487,0,0,0,0,0,0,0
0,1,0,6,2,0,1,2741.3291392206474,0,0,0,0,0,0,0
0,0,0,4,3,0,0,264.73188912109623,0,0,0,0,0,3,0
0,2,3,4,4,0,1,832.5305656162967,0,0,0,0,0,4,0
0,1,2,2,2,0,1,845.638598550772,0,0,0,0,0,4,0
0,4,7,1,17,1,0,3417.124717089016,0,0,1,1,1,7,1
5,5,3,4,9,0,1,4489.745764544849,1,1,1,0,0,10,1
0,2,2,3,2,0,0,631.7442944040245,0,0,0,0,0,1,0
1,2,0,5,0,0,0,959.670154658778,0,0,0,0,0,2,0
0,1,0,4,3,0,1,404.98747995604714,0,0,0,0,0,4,0
5,5,6,4,8,1,0,2319.0748092625877,0,0,1,1,1,17,1
0,2,3,3,1,0,1,1587.2783423334704,0,0,0,0,0,0,0
0,2,2,2,17,0,1,3940.5857827589643,1,1,1,1,1,11,1
1,1,2,5,2,0,0,424.35065939703065,0,0,0,0,0,1,0
4,4,6,1,10,1,1,493.35079002697586,1,0,0,1,0,9,1
1,2,2,6,0,0,0,2065.88441088314,0,0,0,0,0,3,0
1,0,3,2,4,0,0,297.3965320110817,0,0,0,0,0,3,0
1,6,8,1,19,0,0,846.37927358928,1,0,0,0,1,7,1
0,3,5,1,7,0,1,1275.3216576834986,1,1,1,1,1,12,1
0,3,5,3,8,1,1,2543.4951263062812,1,0,0,1,1,6,1
0,0,1,4,1,0,1,1311.3139855083011,0,0,0,0,0,0,0
5,6,2,0,5,0,1,1534.1166689991815,1,0,1,1,1,14,1
1,1,0,5,3,0,1,102.89551339427335,0,0,0,0,0,2,0
4,1,4,1,7,0,1,1549.0606421195569,0,1,1,1,1,7,1
0,2,3,1,2,0,0,2040.6329632212392,0,0,0,0,0,4,0
3,5,8,4,13,0,1,774.4128676340565,0,0,1,1,0,14,1
1,0,3,6,2,0,0,315.33969313679916,0,0,0,0,0,3,0
0,0,0,5,2,0,1,188.27499689590195,0,0,0,0,0,3,0
2,4,8,3,6,1,1,3888.8187177165146,0,0,0,1,0,11,1
0,1,2,1,1,0,0,209.07304096085315,0,0,0,0,0,0,0
0,2,2,4,4,0,0,1025.1779751382066,0,0,0,0,0,0,0
0,1,3,3,0,0,1,1531.158781300307,0,0,0,0,0,1,0
1,1,0,3,0,0,0,554.0271731936679,0,0,0,0,0,4,0
3,6,2,4,15,0,1,420.663974272203,1,1,0,0,0,17,1
1,0,3,2,4,0,1,1195.8330064090721,0,0,0,0,0,1,0
1,5,3,3,9,1,0,4481.714739981108,0,1,0,0,0,19,1
2,3,8,3,12,0,1,1745.443084441958,0,0,1,0,1,20,1
5,2,7,0,5,0,1,964.840875252019,0,1,0,0,1,20,1
1,2,1,5,2,0,0,2248.479105444019,0,0,0,0,0,4,0
2,5,6,2,5,1,0,2788.918273623551,1,1,1,1,1,7,1
0,2,2,2,3,0,1,2414.5619269838226,0,0,0,0,0,0,0
0,3,3,0,6,1,1,3012.9822109644906,0,1,1,1,1,15,1
1,1,0,1,4,0,1,1107.3571337039837,0,0,0,0,0,0,0
2,4,2,1,18,0,0,338.8602621495555,1,1,1,0,1,14,1
0,0,1,5,4,0,1,2525.645128079525,0,0,0,0,0,1,0
0,0,1,2,3,0,0,708.1727292033231,0,0,0,0,0,4,0
3,4,3,4,17,1,1,1009.5649611077896,1,0,0,0,1,13,1
1,2,0,1,3,0,1,712.0717232784099,0,0,0,0,0,3,0
1,0,3,3,1,0,0,852.5623131569831,0,0,0,0,0,2,0
0,0,2,3,4,0,0,1215.99506166525,0,0,0,0,0,1,0
4,3,6,4,6,0,1,2154.25379289676,1,0,0,1,0,7,1
3,6,6,1,12,1,1,2197.3898430740355,0,0,0,1,0,19,1
0,2,1,5,2,0,1,325.9512170691331,0,0,0,0,0,0,0
1,1,0,3,0,0,0,1800.8311478606358,0,0,0,0,0,0,0
0,1,2,3,0,0,0,642.0039692236301,0,0,0,0,0,1,0
0,1,3,1,4,0,0,628.9079208349812,0,0,0,0,0,1,0
4,6,2,1,10,1,1,2661.9919996870412,0,1,0,0,0,19,1
3,2,6,3,6,0,1,2914.61208850771,1,0,1,1,1,20,1
1,1,1,2,0,0,1,1405.7449624183039,0,0,0,0,0,1,0
1,1,3,5,0,0,1,2908.0310110959376,0,0,0,0,0,4,0
5,6,3,3,10,0,1,1403.151794800964,0,1,1,0,0,10,1
3,4,3,0,15,1,0,4151.655020430865,0,0,0,0,1,12,1
0,2,3,2,3,0,0,1983.9967567827573,0,0,0,0,0,3,0
1,0,0,4,3,0,1,132.3027633202865,0,0,0,0,0,1,0
0,2,5,0,10,1,1,110.763477858577,1,1,1,1,1,18,1
0,4,4,1,8,0,1,3279.6000943959275,0,1,0,0,1,9,1
0,1,6,0,18,0,0,3846.440213463269,0,1,1,1,0,13,1
0,1,0,6,3,0,1,2975.493535989821,0,0,0,0,0,0,0
4,4,2,0,11,1,0,3368.8246226235187,0,0,0,1,1,11,1
0,3,5,3,9,1,0,278.4750777896071,1,0,1,1,1,11,1
1,1,3,3,1,0,1,2314.9306051269145,0,0,0,0,0,1,0
1,1,1,4,4,0,0,785.4481750844377,0,0,0,0,0,4,0
2,1,2,4,7,1,0,127.35179151258083,1,0,0,0,1,11,1
1,1,3,6,2,0,1,2404.1663785319515,0,0,0,0,0,2,0
0,1,1,3,0,0,1,1820.0419715579874,0,0,0,0,0,0,0
0,0,2,4,4,0,0,2952.0784322495047,0,0,0,0,0,2,0
1,2,0,2,4,0,0,2446.4430498607076,0,0,0,0,0,4,0
1,0,2,1,4,0,1,2017.4185185771,0,0,0,0,0,1,0
2,4,2,3,13,0,1,1822.839264744083,1,0,1,0,0,8,1
1,2,3,2,1,0,0,1794.165716526448,0,0,0,0,0,2,0
0,2,0,6,1,0,1,1838.2191188328657,0,0,0,0,0,2,0
0,2,2,3,4,0,1,2052.461508524587,0,0,0,0,0,2,0
2,6,6,2,19,1,1,824.9857059755203,1,0,0,1,0,12,1
1,1,3,1,1,0,1,2978.100596363605,0,0,0,0,0,3,0
0,2,0,5,3,0,0,676.8394939417637,0,0,0,0,0,1,0
5,4,7,0,8,0,0,498.99266043756893,1,1,1,0,1,19,1
0,2,1,5,4,0,1,1867.3366884777176,0,0,0,0,0,4,0
0,1,1,2,3,0,1,1680.6541148839472,0,0,0,0,0,1,0
1,0,3,1,0,0,1,1694.8612741864376,0,0,0,0,0,3,0
1,2,1,1,2,0,1,569.3512053329043,0,0,0,0,0,0,0
4,5,5,3,11,0,1,1376.6377563879123,0,0,0,1,0,8,1
1,3,3,1,8,1,0,4691.460623645951,1,1,0,1,0,12,1
0,1,2,5,3,0,0,1471.7221160089348,0,0,0,0,0,2,0
1,4,8,2,18,0,1,4431.194618453343,0,0,1,0,0,9,1
0,0,0,4,2,0,0,1167.5270960122566,0,0,0,0,0,1,0
3,3,6,0,12,0,0,1066.6839053767067,0,1,1,0,1,9,1
3,4,8,0,17,1,1,4035.1170336205805,1,1,0,0,1,20,1
0,5,4,2,7,1,1,198.50696806375367,0,0,0,0,1,17,1
1,5,3,1,8,1,0,3906.7070293821203,0,0,0,0,0,15,1
1,1,2,3,2,0,0,2159.0057007847195,0,0,0,0,0,4,0
1,1,3,2,1,0,0,1655.5624549491704,0,0,0,0,0,3,0
0,0,0,2,0,0,0,529.0832958858865,0,0,0,0,0,4,0
1,0,3,1,3,0,0,2159.868624746349,0,0,0,0,0,1,0
1,3,7,1,7,1,1,734.1462748589146,1,1,0,1,0,16,1
1,1,3,1,3,0,0,190.73277051279348,0,0,0,0,0,1,0
0,2,6,0,20,0,1,4382.457513622036,1,1,1,0,1,15,1
2,6,3,3,9,0,1,831.4930170833252,1,1,0,1,1,9,1
3,2,8,1,10,1,0,1932.6985934813745,0,0,0,0,1,12,1
1,2,3,6,0,0,0,1342.6180860629443,0,0,0,0,0,2,0
3,5,6,0,9,0,0,4230.798695009994,1,1,1,0,1,19,1
0,0,0,2,0,0,1,973.5914567144423,0,0,0,0,0,1,0
1,2,1,5,3,0,0,1010.6438027788113,0,0,0,0,0,1,0
0,2,0,6,2,0,0,1320.6328832924403,0,0,0,0,0,3,0
1,1,8,2,14,1,1,2728.320269492358,0,1,0,1,0,19,1
1,2,3,6,2,0,0,1884.5990261864679,0,0,0,0,0,2,0
0,2,1,2,0,0,0,1123.4611952493606,0,0,0,0,0,2,0
1,2,2,3,1,0,0,360.9887757639573,0,0,0,0,0,2,0
1,0,2,6,2,0,1,1780.7246477212734,0,0,0,0,0,0,0
1,0,2,2,2,0,0,2817.1968190528146,0,0,0,0,0,2,0
1,5,6,3,15,1,0,4116.911804541999,1,0,1,1,1,17,1
0,5,6,1,16,0,1,320.52020551855605,0,0,1,0,1,17,1
0,2,2,3,3,0,1,2182.4955857018435,0,0,0,0,0,0,0
1,0,2,5,3,0,0,2707.748133244558,0,0,0,0,0,4,0
1,2,1,2,0,0,1,508.6146241130982,0,0,0,0,0,2,0
1,2,5,3,6,0,1,3603.8240579747617,1,1,0,0,1,9,1
0,2,3,6,0,0,1,517.0985264556969,0,0,0,0,0,4,0
1,2,1,3,0,0,0,884.5117466900319,0,0,0,0,0,3,0
0,6,6,3,18,0,1,2385.416244079945,0,0,1,0,0,17,1
1,2,0,3,1,0,0,565.5534254586044,0,0,0,0,0,3,0
0,2,0,1,2,0,1,845.3384634696805,0,0,0,0,0,0,0
2,6,2,3,16,0,1,3521.2337210397395,0,0,0,1,1,5,1
0,6,8,4,9,0,0,782.4021257810963,0,1,0,1,1,16,1
0,1,0,3,2,0,1,955.5178297210746,0,0,0,0,0,1,0
0,6,6,3,14,1,0,220.64367658701028,0,0,0,1,1,10,1
1,5,8,1,9,0,0,2788.4366011423976,1,0,1,1,0,13,1
0,0,3,5,4,0,0,1945.9527313388323,0,0,0,0,0,2,0
0,0,0,4,2,0,0,1742.95372902257,0,0,0,0,0,2,0
5,6,5,0,10,1,1,3435.688077052618,0,0,1,1,0,12,1
1,1,3,4,3,0,0,2946.4431161013736,0,0,0,0,0,1,0
0,2,3,2,7,1,0,1260.2193940513641,0,0,1,0,1,18,1
0,1,1,5,4,0,1,114.8285633492838,0,0,0,0,0,3,0
1,0,1,1,2,0,1,2932.93289421588,0,0,0,0,0,3,0
1,0,3,2,3,0,1,538.1793401715557,0,0,0,0,0,0,0
0,1,2,4,0,0,1,1202.7632579701544,0,0,0,0,0,3,0
1,1,2,3,8,1,1,4526.636832421106,1,0,0,0,1,20,1
0,5,3,3,15,0,0,132.02022013841037,0,1,0,1,1,6,1
5,6,4,1,13,0,1,4971.889855609157,1,0,0,1,1,5,1
1,1,0,2,0,0,0,1663.023676483734,0,0,0,0,0,0,0
5,3,4,0,11,0,1,2815.630388230043,0,0,0,0,0,8,1
1,1,2,2,2,0,1,1947.0927589351948,0,0,0,0,0,2,0
1,0,3,5,4,0,0,264.70610424486216,0,0,0,0,0,3,0
5,1,8,0,12,0,0,1122.1641470840505,1,0,1,0,0,18,1
5,6,4,4,9,0,1,1376.3459033405086,0,0,0,1,1,7,1
2,4,2,2,11,0,0,3527.2606101530373,1,0,0,0,0,7,1
0,2,5,4,8,1,1,2293.714804177161,0,0,0,0,0,14,1
5,3,5,1,7,0,0,286.81239428646643,1,1,0,1,0,11,1
0,4,4,3,6,0,1,2055.8260679425266,1,1,1,1,1,9,1
0,6,3,1,15,1,0,1723.4625224574138,0,1,0,0,0,15,1
1,1,3,2,4,0,1,2565.7505656917747,0,0,0,0,0,0,0
0,5,6,3,18,1,1,1872.3000706734356,1,1,1,1,0,20,1
1,1,3,5,1,0,0,2757.014848539517,0,0,0,0,0,0,0
0,1,0,3,0,0,0,1944.2938706035623,0,0,0,0,0,3,0
0,5,5,0,15,0,1,436.832992124097,1,1,0,1,0,14,1
0,1,2,1,3,0,1,863.6548824612478,0,0,0,0,0,4,0
0,0,0,2,4,0,1,824.5738420105481,0,0,0,0,0,2,0
3,1,2,1,13,0,1,3418.8941973837577,0,1,1,0,0,5,1
1,0,3,3,4,0,0,2579.026008435326,0,0,0,0,0,2,0
4,6,7,1,12,1,0,2957.2193252931693,0,0,1,0,0,11,1
0,0,3,2,2,0,1,1919.159699033415,0,0,0,0,0,0,0
5,2,8,4,7,0,1,4543.919332555217,1,0,1,0,0,11,1
4,4,4,4,9,0,1,2586.3246398163446,0,1,1,0,0,10,1
0,0,2,3,2,0,0,2600.2117589571844,0,0,0,0,0,1,0
3,5,2,1,19,1,1,549.1065486428195,1,1,0,0,0,16,1
0,1,1,4,1,0,0,2514.2007423394316,0,0,0,0,0,3,0
0,4,5,3,19,0,0,3869.203133481728,1,0,1,0,0,13,1
1,1,0,2,2,0,0,732.3334285526975,0,0,0,0,0,1,0
1,2,3,4,3,0,1,1564.8188305213134,0,0,0,0,0,3,0
1,1,0,5,3,0,0,1877.408447590701,0,0,0,0,0,1,0
3,4,2,0,8,0,1,1734.9587532408898,1,1,1,1,1,19,1
0,2,0,6,2,0,1,2279.839011575788,0,0,0,0,0,3,0
1,5,7,2,14,0,1,2961.8759020262096,0,0,0,1,1,10,1
1,1,3,3,1,0,1,1071.7742729263125,0,0,0,0,0,2,0
4,5,2,3,5,1,0,2705.969288060487,0,0,0,0,0,14,1
0,4,3,0,15,1,1,3187.1654304972253,1,0,0,0,1,17,1
2,4,4,0,8,1,1,4451.055093619228,0,0,0,0,1,15,1
0,2,2,6,0,0,1,299.9638282283152,0,0,0,0,0,4,0
0,2,1,5,3,0,1,869.668079921965,0,0,0,0,0,4,0
4,4,6,2,11,0,1,1607.6820481343248,0,0,0,1,0,11,1
1,2,2,2,1,0,1,846.0542075458355,0,0,0,0,0,1,0
5,6,3,1,14,0,0,2170.3333619501605,0,1,1,1,1,12,1
3,5,6,1,6,0,1,3667.228251503312,0,0,0,0,1,6,1
2,6,2,4,11,0,0,1235.601092512511,0,0,0,1,0,11,1
1,4,3,0,20,1,1,1571.3585960228907,1,1,1,1,0,9,1
0,0,1,1,0,0,1,1592.7755593681602,0,0,0,0,0,3,0
0,1,0,1,3,0,1,1710.06216436403,0,0,0,0,0,3,0
4,2,7,0,12,0,1,2220.808415733912,1,0,1,1,1,18,1
0,1,8,3,16,0,0,3505.66849866981,0,0,1,1,1,19,1
1,0,3,3,3,0,1,2464.8673631646925,0,0,0,0,0,3,0
0,3,2,1,6,0,1,1702.7740637878085,1,0,1,0,0,7,1
4,6,6,4,5,1,0,3937.374161105195,1,1,1,0,1,9,1
0,4,2,2,10,0,1,4692.780816686079,1,0,0,1,1,20,1
1,2,0,2,1,0,0,2893.197590754958,0,0,0,0,0,2,0
0,1,2,4,4,0,0,2911.0993744113844,0,0,0,0,0,3,0
0,2,4,1,7,1,1,1697.0495077778662,1,1,1,1,0,11,1
1,0,3,5,3,0,0,2468.1260572984206,0,0,0,0,0,3,0
0,2,3,3,4,0,1,1554.4990240933962,0,0,0,0,0,2,0
4,3,4,0,10,0,1,4070.031353925788,1,1,0,0,1,18,1
2,2,6,2,18,1,1,4203.7720365471005,1,0,0,1,1,6,1
2,1,4,2,11,0,0,4739.063037897825,1,1,0,0,0,10,1
0,5,4,3,7,0,1,1093.0955894560007,1,0,1,0,1,14,1
1,1,2,3,0,0,0,2883.307830384499,0,0,0,0,0,3,0
1,2,3,2,3,0,0,793.7341664314548,0,0,0,0,0,3,0
1,1,3,1,13,1,0,292.5645784096671,1,1,0,1,0,10,1
3,6,4,0,18,0,0,1983.6961334254313,0,1,0,1,1,10,1
0,1,2,4,3,0,1,50.26465574944614,0,0,0,0,0,0,0
4,5,6,4,17,1,1,4519.729819560615,0,0,0,1,1,10,1
3,5,6,4,17,1,1,4386.594330169367,0,1,1,1,0,17,1
1,2,3,6,2,0,1,2518.9343002663663,0,0,0,0,0,4,0
0,1,3,2,11,0,0,2163.302512057777,0,0,1,1,0,11,1
3,3,5,3,14,1,0,3837.374437774189,1,1,0,1,0,13,1
1,1,0,4,0,0,1,1348.7229359946018,0,0,0,0,0,3,0
0,2,0,5,3,0,0,421.0849117013273,0,0,0,0,0,1,0
0,6,5,0,19,0,1,568.8558212257433,1,1,0,0,1,20,1
4,6,7,3,16,1,0,1435.1179877675565,0,0,1,0,1,16,1
0,2,5,1,19,0,0,1997.9509049610147,1,1,1,0,1,5,1
0,0,2,3,1,0,0,307.1369597408728,0,0,0,0,0,1,0
3,4,2,4,11,1,0,4352.331129641386,0,0,1,1,1,8,1
5,3,8,0,11,1,1,3617.420812883865,0,1,0,0,1,10,1
4,6,2,1,5,1,0,3066.4396583952594,0,1,1,0,1,16,1
1,1,2,5,0,0,1,813.5318249571096,0,0,0,0,0,0,0
5,2,5,2,6,1,0,4057.3202050863847,0,1,0,1,0,18,1
3,2,2,1,13,0,0,434.8829584973251,0,0,0,0,0,19,1
0,1,3,3,18,1,0,349.06958020388055,1,0,1,0,1,9,1
1,3,4,4,15,0,0,891.2338580377809,1,1,1,0,0,5,1
1,2,1,5,2,0,1,1689.2515254934235,0,0,0,0,0,2,0
1,1,2,4,0,0,0,1716.6189183201755,0,0,0,0,0,1,0
4,1,8,3,16,0,0,4169.782708823446,1,0,0,0,1,18,1
1,0,0,5,3,0,1,1003.2965642798774,0,0,0,0,0,0,0
2,3,2,3,10,1,0,3249.0759884926815,0,0,0,0,1,6,1
4,3,2,1,12,1,1,959.0701457683965,0,1,0,0,1,17,1
0,2,1,1,4,0,1,864.5875268363905,0,0,0,0,0,0,0
1,0,1,6,3,0,0,228.9938322470721,0,0,0,0,0,3,0
0,3,7,0,5,1,1,3691.592845727341,0,0,1,1,1,14,1
0,3,4,4,9,1,0,4876.335013028206,1,0,0,0,0,16,1
1,0,2,4,1,0,0,2391.3033960978837,0,0,0,0,0,3,0
1,3,4,0,13,1,1,969.5796409168473,1,1,1,0,1,17,1
3,2,8,3,10,0,1,1377.247417224905,0,0,0,1,1,9,1
0,2,2,6,2,0,1,277.6496531435118,0,0,0,0,0,4,0
0,1,4,0,19,0,0,4226.521383637848,0,0,1,1,1,6,1
1,2,3,6,0,0,1,2163.40351765054,0,0,0,0,0,3,0
2,3,5,2,14,0,1,3788.404081129198,0,1,1,0,0,11,1
0,1,0,2,4,0,0,2835.364713683853,0,0,0,0,0,1,0
2,6,3,2,14,1,1,4022.191934537784,0,1,1,0,1,8,1
4,2,2,2,20,1,0,4620.161316578125,0,0,0,0,0,16,1
0,3,7,4,18,0,0,3804.240794754904,0,1,0,0,0,20,1
0,2,3,2,2,0,0,2648.981266685443,0,0,0,0,0,3,0
0,2,0,4,3,0,1,1722.2384556403006,0,0,0,0,0,1,0
2,6,8,1,20,0,1,1743.7540338975987,1,0,1,0,0,15,1
4,6,2,1,14,0,1,4424.211882040438,0,0,1,1,1,13,1
5,5,3,1,17,1,0,94.02063769367832,0,0,1,1,1,7,1
0,5,6,4,15,1,1,2909.7502535046583,0,0,1,1,1,7,1
1,2,3,2,1,0,0,2320.9988329906773,0,0,0,0,0,4,0
5,3,2,0,10,0,1,2483.638294313944,1,0,0,0,1,16,1
3,2,8,0,5,1,0,4718.741730722223,1,0,1,1,1,16,1
0,6,4,1,13,1,0,1996.8880144164045,0,1,0,1,0,15,1
3,2,6,0,18,1,0,166.16054971382772,1,1,0,0,0,5,1
1,2,2,2,2,0,0,2740.12417507307,0,0,0,0,0,4,0
0,1,2,6,1,0,0,291.9891848669876,0,0,0,0,0,3,0
1,0,3,3,4,0,1,727.1954128095134,0,0,0,0,0,0,0
0,2,2,2,4,0,0,2919.8803748860587,0,0,0,0,0,3,0
3,2,5,3,18,0,1,4367.170283692273,0,0,1,1,0,15,1
0,0,2,5,1,0,1,1451.7636440536107,0,0,0,0,0,3,0
0,5,3,4,10,0,0,108.02750424673621,1,1,0,1,1,8,1
1,1,3,3,4,0,1,1948.7133443760429,0,0,0,0,0,4,0
0,0,1,5,4,0,0,1773.587841805581,0,0,0,0,0,4,0
1,0,3,2,2,0,0,1485.9169272844667,0,0,0,0,0,4,0
5,2,7,3,9,1,1,786.3419636900596,1,0,1,0,0,14,1
0,2,1,4,3,0,1,1810.7902091079861,0,0,0,0,0,0,0
0,2,2,1,2,0,0,2317.4711652419514,0,0,0,0,0,1,0
2,4,4,3,6,0,0,531.8067882561688,0,1,1,1,1,14,1
5,6,2,2,15,1,0,2493.6629047608108,1,1,0,1,1,12,1
1,1,2,2,3,0,1,1955.20456915596,0,0,0,0,0,0,0
1,2,2,5,4,0,1,283.2578543439728,0,0,0,0,0,3,0
2,6,5,1,17,1,1,4104.194720693864,1,0,0,0,0,17,1
1,1,1,2,3,0,0,529.4220571301387,0,0,0,0,0,2,0
2,5,6,0,11,0,1,3878.7575625838217,0,0,1,0,0,17,1
3,5,5,0,6,0,0,2738.634113094011,0,0,0,0,0,7,1
1,0,2,3,2,0,0,2902.6385981345843,0,0,0,0,0,0,0
1,2,2,4,3,0,0,798.7920435629248,0,0,0,0,0,0,0
1,2,0,6,0,0,0,1077.1984913631993,0,0,0,0,0,1,0
1,1,1,3,0,0,1,46.36735238024686,0,0,0,0,0,4,0
0,2,0,6,3,0,0,1690.1787850433357,0,0,0,0,0,0,0
0,2,1,4,3,0,1,2582.838210403905,0,0,0,0,0,0,0
5,2,7,3,18,0,0,2781.0060012569406,1,1,0,1,1,19,1
1,6,6,4,13,1,0,969.7896329109633,1,1,0,0,1,5,1
1,1,0,5,1,0,1,1768.5697030033728,0,0,0,0,0,2,0
0,0,0,5,4,0,1,601.9129180411053,0,0,0,0,0,4,0
1,0,0,1,4,0,0,2434.8632901104547,0,0,0,0,0,1,0
0,2,2,4,4,0,1,2020.006333868458,0,0,0,0,0,0,0
1,1,2,6,4,0,0,1985.2078584737592,0,0,0,0,0,1,0
5,4,8,4,5,0,0,857.7225158156112,1,1,1,1,1,18,1
1,6,5,2,7,1,1,793.8341198554608,0,1,1,0,1,6,1
0,1,1,4,1,0,0,798.884371803416,0,0,0,0,0,4,0
2,3,8,2,17,0,1,1874.657985686243,1,0,1,0,0,6,1
1,0,0,4,3,0,1,660.4763202851782,0,0,0,0,0,0,0
1,1,5,4,15,0,1,677.1550451190295,0,0,0,0,1,16,1
1,2,1,1,0,0,0,156.700620314717,0,0,0,0,0,1,0
4,4,7,2,20,0,1,3843.6032689223352,1,1,1,0,1,7,1
2,4,2,0,13,0,1,3991.035943694909,0,0,1,0,1,8,1
2,2,5,1,15,1,0,479.0751759546341,1,1,1,1,0,19,1
0,0,2,1,2,0,1,1564.133794847539,0,0,0,0,0,4,0
1,0,3,1,1,0,1,655.9883299210424,0,0,0,0,0,2,0
0,1,2,1,1,0,1,434.69868508482455,0,0,0,0,0,0,0
1,1,2,4,2,0,1,1991.0403901268337,0,0,0,0,0,4,0
1,0,3,5,2,0,0,1942.2339151985018,0,0,0,0,0,3,0
0,2,1,6,1,0,0,78.14428760721967,0,0,0,0,0,1,0
1,0,3,5,3,0,0,435.1729157350462,0,0,0,0,0,4,0
2,1,3,1,17,0,1,225.92973470209103,0,0,1,1,1,10,1
0,1,0,6,0,0,0,933.7311937598346,0,0,0,0,0,4,0
2,5,2,2,16,0,0,2982.788136820359,0,0,1,0,1,12,1
3,5,4,0,13,0,1,2930.260486833022,1,0,1,1,1,7,1
4,6,8,0,20,1,0,974.8115675886809,1,0,1,1,0,11,1
1,2,3,6,4,0,1,394.63233999837473,0,0,0,0,0,0,0
0,2,2,3,3,0,1,103.41670488917035,0,0,0,0,0,4,0
4,6,6,0,12,1,0,4252.705811605766,0,1,1,0,0,8,1
1,1,2,2,10,1,0,1143.3190651359585,1,1,1,0,1,20,1
3,1,4,4,14,1,1,2126.5339926814872,0,0,0,0,0,8,1
2,4,5,2,14,0,0,1835.292320876643,1,0,0,1,1,20,1
1,2,1,2,4,0,1,1588.1625511847803,0,0,0,0,0,2,0
0,0,1,5,1,0,0,1504.1807114755504,0,0,0,0,0,4,0
0,1,0,6,2,0,1,2849.257396421703,0,0,0,0,0,0,0
0,0,1,6,0,0,1,315.51973410231284,0,0,0,0,0,0,0
1,1,2,5,3,0,1,1384.2644470149223,0,0,0,0,0,4,0
0,2,3,6,3,0,0,1729.4010927482107,0,0,0,0,0,2,0
